car_id,brand,model,price_lakh,fuel_type,mileage_kmpl,city,sales_person_rating,customer_review
972,Honda,Fortuner,9.86,Diesel,25.62,Pune,3.2,Amazing experience overall
973,Toyota,Swift,57.14,Diesel,27.54,Bangalore,3.2,Amazing experience overall
974,Tata,XUV700,51.9,Electric,22.59,Chennai,3.2,Excellent features and comfort
975,Toyota,X5,10.19,Electric,13.37,Pune,3.0,Great performance and smooth drive
976,Honda,City,31.42,Hybrid,13.62,Bangalore,2.9,Not satisfied with service
977,Toyota,Nexon,50.37,Hybrid,23.17,Ahmedabad,4.5,Could be better in terms of features
978,Toyota,XUV700,60.22,Hybrid,12.3,Delhi,2.9,Mileage is decent but price is high
979,Tata,Swift,59.99,Petrol,25.66,Delhi,2.9,Excellent features and comfort
980,BMW,Swift,55.54,Petrol,23.52,Mumbai,4.6,Could be better in terms of features
981,Kia,Nexon,5.33,Diesel,20.77,Pune,2.5,Amazing experience overall
982,Honda,Fortuner,34.24,Diesel,17.94,Mumbai,2.8,Excellent features and comfort
983,BMW,Seltos,62.6,Diesel,29.15,Chennai,3.8,Mileage is decent but price is high
984,Maruti,Seltos,55.59,Petrol,26.61,Delhi,3.8,Excellent features and comfort
985,Toyota,i20,26.54,Electric,28.77,Delhi,4.7,Great performance and smooth drive
986,Maruti,City,34.41,Electric,20.83,Ahmedabad,2.9,Great performance and smooth drive
987,Toyota,i20,61.17,Electric,10.52,Delhi,3.0,Excellent features and comfort
988,Honda,Fortuner,49.64,Petrol,12.51,Delhi,3.3,Great performance and smooth drive
989,Maruti,Fortuner,62.99,Petrol,20.54,Mumbai,3.4,Not satisfied with service
990,Hyundai,i20,19.57,Hybrid,15.89,Chennai,4.1,Value for money car
991,Toyota,City,46.53,Hybrid,20.78,Mumbai,4.3,Could be better in terms of features
992,Honda,X5,39.65,Diesel,14.71,Mumbai,3.1,Amazing experience overall
993,BMW,Seltos,7.33,Petrol,19.85,Bangalore,2.7,Mileage is decent but price is high
994,Toyota,Swift,31.9,Electric,10.51,Ahmedabad,4.1,Mileage is decent but price is high
995,Mahindra,Nexon,63.63,Petrol,25.94,Delhi,2.7,Amazing experience overall
996,Hyundai,Fortuner,79.17,Hybrid,19.72,Ahmedabad,2.7,Not satisfied with service
997,Mahindra,Fortuner,55.61,Petrol,11.84,Chennai,3.1,Amazing experience overall
998,Maruti,City,5.04,Petrol,24.75,Ahmedabad,3.1,Value for money car
999,Hyundai,Nexon,55.22,Petrol,13.71,Bangalore,3.4,Mileage is decent but price is high
1000,Maruti,Nexon,71.18,Petrol,10.05,Chennai,3.4,Value for money car
1001,Maruti,Nexon,48.24,Diesel,19.83,Chennai,4.7,Great performance and smooth drive
1002,Honda,City,73.03,Diesel,10.78,Bangalore,3.7,Not satisfied with service
1003,Toyota,XUV700,72.37,Diesel,27.63,Chennai,4.5,Value for money car
1004,Hyundai,Fortuner,31.95,Petrol,15.81,Bangalore,3.1,Mileage is decent but price is high
1005,Hyundai,Swift,53.19,Hybrid,18.16,Mumbai,3.2,Mileage is decent but price is high
1006,Maruti,i20,79.04,Hybrid,25.14,Chennai,4.9,Could be better in terms of features
1007,Honda,Fortuner,51.77,Petrol,24.97,Bangalore,3.8,Not satisfied with service
1008,Kia,City,10.08,Petrol,27.84,Bangalore,2.8,Great performance and smooth drive
1009,Tata,Nexon,27.04,Electric,15.87,Mumbai,3.4,Excellent features and comfort
1010,Toyota,Swift,44.64,Hybrid,17.29,Chennai,4.9,Amazing experience overall
1011,Honda,Nexon,23.14,Diesel,29.4,Chennai,4.1,Could be better in terms of features
1012,Kia,XUV700,48.02,Petrol,21.87,Pune,2.6,Could be better in terms of features
1013,Honda,XUV700,16.04,Electric,14.48,Pune,2.9,Amazing experience overall
1014,BMW,XUV700,45.17,Petrol,15.14,Delhi,4.3,Not satisfied with service
1015,Toyota,X5,65.59,Petrol,19.46,Mumbai,3.5,Not satisfied with service
1016,Maruti,Swift,6.66,Hybrid,19.45,Bangalore,2.8,Could be better in terms of features
1017,Mahindra,City,15.68,Electric,24.07,Pune,4.5,Great performance and smooth drive
1018,Toyota,Nexon,24.59,Hybrid,23.49,Pune,4.7,Amazing experience overall
1019,Maruti,XUV700,35.08,Petrol,12.56,Bangalore,3.6,Not satisfied with service
1020,Honda,i20,13.27,Diesel,17.97,Bangalore,3.9,Mileage is decent but price is high
1021,BMW,XUV700,60.61,Petrol,11.25,Delhi,4.7,Amazing experience overall
1022,Tata,Fortuner,16.45,Petrol,28.31,Chennai,3.6,Excellent features and comfort
1023,Mahindra,Nexon,26.42,Petrol,17.39,Ahmedabad,3.9,Value for money car
1024,Toyota,Fortuner,61.23,Petrol,15.29,Chennai,3.5,Great performance and smooth drive
1025,Toyota,X5,59.82,Diesel,21.39,Pune,4.2,Mileage is decent but price is high
1026,Honda,X5,37.21,Diesel,24.51,Chennai,4.0,Amazing experience overall
1027,Maruti,Swift,29.34,Diesel,12.76,Chennai,3.9,Great performance and smooth drive
1028,Hyundai,X5,62.25,Electric,15.22,Ahmedabad,3.9,Amazing experience overall
1029,Honda,Seltos,33.35,Petrol,26.23,Bangalore,4.8,Amazing experience overall
1030,BMW,Nexon,59.5,Hybrid,24.55,Bangalore,4.2,Great performance and smooth drive
1031,Tata,City,22.54,Petrol,18.28,Bangalore,4.9,Excellent features and comfort
1032,Hyundai,Swift,36.93,Electric,19.85,Delhi,3.6,Could be better in terms of features
1033,Mahindra,XUV700,30.23,Hybrid,17.75,Delhi,3.2,Mileage is decent but price is high
1034,BMW,Seltos,11.36,Diesel,15.09,Delhi,3.3,Not satisfied with service
1035,Mahindra,XUV700,63.26,Petrol,23.32,Bangalore,3.4,Value for money car
1036,Tata,Fortuner,45.88,Petrol,13.08,Pune,4.0,Not satisfied with service
1037,BMW,Swift,19.53,Diesel,21.65,Delhi,4.3,Amazing experience overall
1038,Toyota,X5,40.68,Diesel,17.74,Pune,4.7,Excellent features and comfort
1039,Kia,Nexon,37.74,Hybrid,20.94,Mumbai,3.9,Not satisfied with service
1040,Kia,X5,38.64,Hybrid,16.49,Chennai,4.4,Value for money car
1041,Hyundai,Nexon,74.45,Hybrid,14.75,Chennai,3.8,Value for money car
1042,BMW,Nexon,57.54,Petrol,18.97,Delhi,3.8,Value for money car
1043,Maruti,Fortuner,69.66,Petrol,23.43,Bangalore,3.1,Great performance and smooth drive
1044,BMW,XUV700,22.13,Diesel,26.76,Mumbai,2.5,Amazing experience overall
1045,BMW,X5,71.43,Hybrid,26.54,Delhi,4.6,Not satisfied with service
1046,Honda,City,20.08,Electric,22.18,Ahmedabad,3.1,Excellent features and comfort
1047,BMW,City,17.04,Diesel,25.94,Chennai,3.3,Great performance and smooth drive
1048,Mahindra,Swift,20.66,Electric,17.38,Mumbai,4.7,Mileage is decent but price is high
1049,Mahindra,XUV700,74.56,Diesel,22.11,Pune,4.7,Great performance and smooth drive
1050,BMW,X5,75.13,Hybrid,27.74,Pune,3.8,Great performance and smooth drive
1051,Maruti,City,52.51,Petrol,12.81,Mumbai,3.1,Amazing experience overall
1052,Maruti,X5,44.53,Diesel,13.13,Pune,3.9,Great performance and smooth drive
1053,Toyota,City,26.19,Electric,23.32,Mumbai,4.2,Value for money car
1054,Toyota,Fortuner,27.52,Diesel,17.79,Ahmedabad,3.1,Mileage is decent but price is high
1055,Honda,i20,52.92,Hybrid,17.63,Delhi,3.7,Excellent features and comfort
1056,Hyundai,Fortuner,11.67,Petrol,19.32,Ahmedabad,4.7,Mileage is decent but price is high
1057,Hyundai,Swift,47.14,Electric,15.96,Pune,3.0,Not satisfied with service
1058,Tata,i20,7.37,Electric,16.29,Pune,4.1,Not satisfied with service
1059,Hyundai,i20,42.04,Petrol,27.57,Bangalore,3.9,Excellent features and comfort
1060,Kia,i20,21.42,Petrol,10.29,Bangalore,4.8,Not satisfied with service
1061,Kia,i20,22.69,Hybrid,13.45,Bangalore,4.8,Could be better in terms of features
1062,Mahindra,i20,39.4,Hybrid,17.01,Ahmedabad,3.5,Excellent features and comfort
1063,Tata,i20,70.02,Electric,15.54,Delhi,3.1,Mileage is decent but price is high
1064,Kia,X5,76.05,Diesel,15.13,Pune,2.6,Not satisfied with service
1065,Hyundai,Nexon,20.03,Petrol,22.05,Mumbai,3.8,Mileage is decent but price is high
1066,Toyota,X5,73.26,Electric,24.16,Ahmedabad,4.7,Great performance and smooth drive
1067,Maruti,X5,52.36,Petrol,29.34,Bangalore,4.8,Not satisfied with service
1068,BMW,Seltos,12.68,Hybrid,18.16,Pune,4.4,Excellent features and comfort
1069,Mahindra,Nexon,54.49,Petrol,16.16,Pune,2.7,Amazing experience overall
1070,BMW,Swift,8.04,Electric,23.7,Pune,3.1,Amazing experience overall
1071,Toyota,Nexon,23.46,Hybrid,21.02,Mumbai,3.8,Not satisfied with service
1072,BMW,Fortuner,13.28,Electric,10.91,Delhi,3.9,Could be better in terms of features
1073,Toyota,Swift,39.11,Diesel,25.74,Delhi,2.7,Excellent features and comfort
1074,Tata,Swift,26.17,Electric,14.56,Mumbai,4.0,Not satisfied with service
1075,Toyota,Swift,59.35,Electric,18.88,Chennai,3.4,Mileage is decent but price is high
1076,Tata,XUV700,44.97,Electric,19.68,Chennai,2.6,Could be better in terms of features
1077,Tata,X5,68.39,Hybrid,17.74,Mumbai,3.2,Value for money car
1078,Mahindra,i20,28.88,Hybrid,11.4,Ahmedabad,3.1,Value for money car
1079,Mahindra,X5,17.99,Hybrid,26.39,Delhi,3.2,Not satisfied with service
1080,Tata,XUV700,66.27,Diesel,19.0,Ahmedabad,4.2,Value for money car
1081,Tata,Fortuner,55.52,Hybrid,14.71,Delhi,4.8,Great performance and smooth drive
1082,Maruti,Swift,27.85,Diesel,24.27,Ahmedabad,4.4,Could be better in terms of features
1083,Kia,X5,26.01,Hybrid,21.75,Mumbai,3.8,Great performance and smooth drive
1084,Hyundai,X5,45.51,Hybrid,28.49,Delhi,4.2,Great performance and smooth drive
1085,Toyota,Seltos,32.63,Hybrid,17.58,Pune,4.3,Mileage is decent but price is high
1086,Maruti,i20,38.19,Diesel,28.78,Ahmedabad,3.7,Could be better in terms of features
1087,Hyundai,Fortuner,71.54,Diesel,29.13,Mumbai,4.5,Excellent features and comfort
1088,Toyota,X5,36.77,Diesel,14.11,Chennai,2.8,Amazing experience overall
1089,BMW,City,21.57,Diesel,24.23,Delhi,2.5,Amazing experience overall
1090,Mahindra,Nexon,54.46,Hybrid,13.75,Bangalore,3.9,Could be better in terms of features
1091,BMW,i20,16.1,Hybrid,11.96,Ahmedabad,4.7,Mileage is decent but price is high
1092,Hyundai,Swift,67.4,Hybrid,12.24,Ahmedabad,4.6,Value for money car
1093,Tata,X5,28.41,Petrol,14.3,Chennai,3.9,Value for money car
1094,Toyota,i20,20.25,Electric,21.4,Chennai,3.9,Value for money car
1095,Toyota,Nexon,17.83,Petrol,14.79,Mumbai,2.8,Value for money car
1096,BMW,i20,40.78,Electric,12.52,Bangalore,3.7,Mileage is decent but price is high
1097,Honda,Seltos,73.98,Electric,24.99,Bangalore,3.9,Not satisfied with service
1098,Mahindra,XUV700,16.71,Electric,12.83,Ahmedabad,3.0,Amazing experience overall
1099,BMW,X5,19.17,Hybrid,12.64,Bangalore,3.2,Amazing experience overall
1100,Toyota,Seltos,77.44,Diesel,22.65,Delhi,3.4,Great performance and smooth drive
1101,Hyundai,City,8.95,Hybrid,16.75,Ahmedabad,4.7,Mileage is decent but price is high
1102,Toyota,Seltos,73.98,Electric,23.56,Ahmedabad,4.8,Amazing experience overall
1103,Hyundai,Swift,48.16,Electric,25.42,Delhi,4.6,Not satisfied with service
1104,Hyundai,Nexon,5.79,Electric,22.33,Ahmedabad,3.1,Value for money car
1105,Toyota,Seltos,31.69,Diesel,10.05,Ahmedabad,2.9,Not satisfied with service
1106,BMW,City,49.69,Hybrid,18.36,Bangalore,2.5,Great performance and smooth drive
1107,Hyundai,X5,29.04,Electric,24.67,Bangalore,4.6,Great performance and smooth drive
1108,Honda,i20,30.91,Electric,19.85,Bangalore,4.6,Mileage is decent but price is high
1109,Toyota,Seltos,25.83,Electric,11.02,Chennai,3.0,Mileage is decent but price is high
1110,BMW,Seltos,70.71,Hybrid,27.46,Mumbai,3.9,Great performance and smooth drive
1111,Honda,City,52.75,Petrol,24.01,Ahmedabad,3.6,Mileage is decent but price is high
1112,BMW,i20,48.6,Diesel,28.76,Delhi,4.1,Excellent features and comfort
1113,Honda,Seltos,32.41,Electric,28.23,Delhi,2.6,Amazing experience overall
1114,Toyota,i20,44.89,Electric,18.3,Pune,4.9,Amazing experience overall
1115,Toyota,Fortuner,9.94,Hybrid,13.54,Bangalore,2.9,Amazing experience overall
1116,Toyota,Seltos,23.23,Petrol,12.67,Bangalore,2.7,Great performance and smooth drive
1117,Tata,Fortuner,40.17,Petrol,16.13,Chennai,3.4,Great performance and smooth drive
1118,BMW,Seltos,48.62,Hybrid,18.62,Chennai,3.4,Could be better in terms of features
1119,Maruti,i20,45.22,Electric,19.8,Ahmedabad,4.6,Could be better in terms of features
1120,Kia,Seltos,60.45,Hybrid,22.51,Bangalore,2.7,Not satisfied with service
1121,Honda,i20,59.11,Petrol,11.82,Chennai,3.2,Mileage is decent but price is high
1122,Toyota,Seltos,52.1,Petrol,24.65,Delhi,4.9,Excellent features and comfort
1123,Kia,City,39.02,Petrol,18.84,Ahmedabad,3.2,Great performance and smooth drive
1124,Hyundai,Swift,48.65,Electric,25.73,Bangalore,3.4,Excellent features and comfort
1125,Toyota,City,69.73,Electric,10.62,Delhi,4.6,Excellent features and comfort
1126,BMW,Fortuner,13.52,Diesel,29.41,Mumbai,2.8,Mileage is decent but price is high
1127,Hyundai,Seltos,46.53,Diesel,22.91,Chennai,3.3,Great performance and smooth drive
1128,Kia,City,28.78,Electric,29.35,Bangalore,2.9,Amazing experience overall
1129,Toyota,City,65.19,Diesel,13.98,Chennai,4.7,Great performance and smooth drive
1130,Toyota,X5,61.14,Electric,12.88,Bangalore,4.6,Amazing experience overall
1131,Kia,Seltos,17.13,Petrol,25.24,Chennai,3.3,Great performance and smooth drive
1132,Honda,XUV700,28.37,Petrol,26.76,Chennai,3.9,Could be better in terms of features
1133,Mahindra,Seltos,31.59,Hybrid,12.54,Chennai,2.6,Mileage is decent but price is high
1134,Mahindra,Fortuner,21.33,Petrol,22.22,Mumbai,3.6,Mileage is decent but price is high
1135,Hyundai,i20,33.05,Petrol,16.4,Ahmedabad,3.1,Mileage is decent but price is high
1136,Hyundai,Nexon,22.71,Electric,10.54,Delhi,4.4,Could be better in terms of features
1137,Maruti,City,68.13,Hybrid,14.58,Ahmedabad,4.9,Mileage is decent but price is high
1138,Toyota,Seltos,62.86,Diesel,19.71,Chennai,2.5,Great performance and smooth drive
1139,BMW,Fortuner,54.9,Diesel,17.46,Chennai,4.3,Excellent features and comfort
1140,Kia,City,8.52,Hybrid,27.34,Ahmedabad,3.1,Amazing experience overall
1141,Honda,Fortuner,74.2,Electric,27.4,Ahmedabad,4.4,Mileage is decent but price is high
1142,Maruti,Seltos,49.87,Electric,29.11,Mumbai,4.9,Not satisfied with service
1143,Mahindra,X5,22.65,Petrol,29.03,Pune,3.1,Great performance and smooth drive
1144,Mahindra,X5,56.01,Petrol,19.74,Ahmedabad,3.0,Not satisfied with service
1145,Honda,City,27.2,Diesel,22.09,Ahmedabad,3.7,Great performance and smooth drive
1146,Hyundai,X5,8.23,Petrol,13.99,Ahmedabad,4.4,Mileage is decent but price is high
1147,BMW,Fortuner,50.92,Petrol,23.89,Delhi,3.2,Mileage is decent but price is high
1148,Toyota,X5,8.07,Electric,11.79,Delhi,2.5,Could be better in terms of features
1149,Maruti,City,9.58,Hybrid,24.81,Ahmedabad,3.3,Excellent features and comfort
1150,Toyota,X5,71.52,Petrol,15.27,Pune,3.8,Could be better in terms of features
1151,Mahindra,City,50.03,Diesel,24.31,Chennai,3.8,Great performance and smooth drive
1152,Tata,Nexon,68.62,Petrol,27.17,Ahmedabad,4.5,Mileage is decent but price is high
1153,Hyundai,Nexon,63.06,Electric,18.6,Chennai,3.5,Amazing experience overall
1154,Mahindra,XUV700,60.22,Petrol,16.22,Delhi,3.3,Great performance and smooth drive
1155,Honda,XUV700,64.35,Diesel,12.81,Delhi,4.9,Excellent features and comfort
1156,Tata,Nexon,71.54,Petrol,13.89,Ahmedabad,3.1,Amazing experience overall
1157,Maruti,City,19.06,Petrol,20.57,Chennai,4.7,Not satisfied with service
1158,Toyota,Swift,11.56,Electric,10.5,Ahmedabad,2.8,Could be better in terms of features
1159,Tata,Seltos,57.2,Diesel,11.3,Chennai,3.3,Value for money car
1160,Kia,Swift,37.09,Diesel,15.39,Delhi,3.9,Amazing experience overall
1161,Honda,Nexon,25.72,Electric,21.05,Ahmedabad,3.6,Amazing experience overall
1162,Kia,City,68.08,Diesel,15.87,Delhi,3.2,Excellent features and comfort
1163,BMW,Fortuner,10.67,Hybrid,28.63,Ahmedabad,4.5,Not satisfied with service
1164,Honda,City,47.35,Electric,22.89,Bangalore,2.9,Mileage is decent but price is high
1165,Tata,XUV700,45.84,Petrol,23.66,Bangalore,3.3,Value for money car
1166,Honda,City,42.73,Petrol,27.65,Delhi,4.7,Excellent features and comfort
1167,BMW,X5,37.4,Petrol,24.06,Mumbai,4.9,Great performance and smooth drive
1168,Maruti,X5,62.75,Petrol,12.51,Pune,4.4,Amazing experience overall
1169,Hyundai,Fortuner,53.55,Petrol,13.93,Delhi,3.9,Could be better in terms of features
1170,Kia,Seltos,38.82,Hybrid,29.41,Mumbai,3.1,Value for money car
1171,Kia,City,71.68,Hybrid,21.18,Bangalore,3.6,Value for money car
1172,Toyota,Swift,72.42,Hybrid,25.18,Ahmedabad,4.5,Not satisfied with service
1173,Tata,City,12.81,Electric,17.88,Pune,4.3,Great performance and smooth drive
1174,BMW,XUV700,33.76,Hybrid,19.21,Delhi,3.6,Amazing experience overall
1175,Tata,City,75.97,Electric,13.6,Delhi,4.9,Excellent features and comfort
1176,Kia,City,23.9,Electric,18.95,Ahmedabad,4.1,Not satisfied with service
1177,Kia,City,17.46,Diesel,21.59,Mumbai,2.7,Amazing experience overall
1178,Honda,Seltos,32.97,Petrol,14.76,Chennai,3.3,Not satisfied with service
1179,Tata,i20,73.44,Diesel,14.01,Bangalore,3.3,Mileage is decent but price is high
1180,BMW,Swift,48.95,Hybrid,26.1,Mumbai,3.5,Not satisfied with service
1181,Kia,Nexon,70.0,Petrol,18.55,Ahmedabad,3.1,Value for money car
1182,Maruti,i20,79.58,Hybrid,26.16,Pune,4.6,Could be better in terms of features
1183,Honda,XUV700,72.31,Diesel,20.17,Delhi,4.4,Value for money car
1184,Hyundai,Seltos,11.97,Electric,12.32,Chennai,4.1,Excellent features and comfort
1185,Maruti,City,68.43,Electric,15.23,Pune,2.7,Great performance and smooth drive
1186,Mahindra,X5,52.86,Petrol,29.17,Ahmedabad,3.7,Amazing experience overall
1187,Mahindra,City,57.05,Diesel,13.2,Ahmedabad,4.7,Could be better in terms of features
1188,Toyota,Fortuner,28.03,Petrol,19.33,Mumbai,4.3,Great performance and smooth drive
1189,Kia,Seltos,57.49,Petrol,27.0,Pune,4.6,Could be better in terms of features
1190,Toyota,XUV700,48.76,Hybrid,18.79,Chennai,4.8,Amazing experience overall
1191,Toyota,City,8.94,Diesel,22.82,Ahmedabad,4.5,Could be better in terms of features
1192,BMW,i20,70.61,Electric,12.71,Delhi,3.9,Amazing experience overall
1193,Toyota,Seltos,75.19,Petrol,10.4,Ahmedabad,3.7,Could be better in terms of features
1194,Mahindra,X5,50.24,Diesel,12.43,Chennai,2.9,Excellent features and comfort
1195,Toyota,Seltos,58.24,Diesel,24.77,Delhi,4.3,Excellent features and comfort
1196,Kia,XUV700,9.23,Diesel,13.55,Mumbai,3.0,Amazing experience overall
1197,Kia,City,52.13,Hybrid,16.42,Mumbai,4.4,Value for money car
1198,Maruti,XUV700,29.48,Electric,17.03,Delhi,2.5,Value for money car
1199,Tata,i20,30.26,Diesel,18.2,Ahmedabad,3.2,Excellent features and comfort
1200,Tata,Fortuner,33.95,Electric,20.9,Mumbai,4.4,Not satisfied with service
1201,Toyota,Fortuner,64.27,Diesel,16.1,Pune,3.4,Mileage is decent but price is high
1202,BMW,Swift,64.67,Electric,18.38,Delhi,2.8,Amazing experience overall
1203,Toyota,City,69.69,Electric,12.8,Ahmedabad,4.3,Amazing experience overall
1204,Mahindra,City,21.24,Petrol,27.52,Chennai,3.6,Excellent features and comfort
1205,Kia,i20,67.99,Hybrid,20.46,Ahmedabad,4.2,Value for money car
1206,Maruti,XUV700,74.12,Petrol,26.53,Bangalore,4.5,Value for money car
1207,Mahindra,Seltos,10.85,Diesel,14.9,Ahmedabad,3.2,Amazing experience overall
1208,Kia,i20,72.5,Hybrid,13.1,Ahmedabad,3.3,Excellent features and comfort
1209,Kia,City,72.22,Petrol,18.12,Pune,4.0,Value for money car
1210,BMW,Fortuner,59.49,Petrol,16.96,Delhi,4.9,Value for money car
1211,Kia,Swift,46.21,Hybrid,25.79,Bangalore,4.7,Not satisfied with service
1212,Hyundai,i20,23.31,Hybrid,23.68,Mumbai,2.8,Not satisfied with service
1213,Maruti,XUV700,18.92,Hybrid,10.99,Ahmedabad,3.7,Value for money car
1214,Hyundai,Fortuner,47.39,Diesel,13.0,Mumbai,4.4,Not satisfied with service
1215,Mahindra,Nexon,56.86,Electric,21.33,Pune,3.4,Excellent features and comfort
1216,Honda,XUV700,66.51,Electric,25.23,Delhi,3.3,Could be better in terms of features
1217,Mahindra,XUV700,42.94,Electric,21.84,Chennai,2.6,Value for money car
1218,Tata,City,76.88,Hybrid,11.49,Mumbai,4.4,Could be better in terms of features
1219,Kia,Fortuner,75.19,Hybrid,15.77,Mumbai,3.4,Could be better in terms of features
1220,Honda,Seltos,53.0,Electric,20.49,Delhi,3.8,Mileage is decent but price is high
1221,Mahindra,Fortuner,59.42,Diesel,10.95,Mumbai,3.9,Value for money car
1222,Mahindra,i20,29.8,Petrol,25.22,Ahmedabad,3.4,Mileage is decent but price is high
1223,Kia,City,51.7,Hybrid,19.77,Pune,4.1,Not satisfied with service
1224,Honda,Nexon,23.94,Petrol,19.3,Chennai,4.9,Not satisfied with service
1225,Honda,X5,41.29,Petrol,20.97,Pune,3.1,Excellent features and comfort
1226,Maruti,City,44.8,Hybrid,16.94,Pune,3.1,Mileage is decent but price is high
1227,BMW,X5,31.43,Diesel,22.98,Delhi,3.6,Excellent features and comfort
1228,Toyota,Swift,70.02,Hybrid,13.33,Pune,3.1,Amazing experience overall
1229,Toyota,X5,14.08,Electric,16.12,Mumbai,4.5,Could be better in terms of features
1230,Kia,Seltos,15.29,Petrol,12.96,Mumbai,3.9,Value for money car
1231,Honda,City,12.08,Hybrid,10.35,Delhi,4.9,Excellent features and comfort
1232,BMW,Seltos,71.7,Electric,24.1,Mumbai,3.2,Amazing experience overall
1233,Hyundai,i20,74.25,Petrol,20.84,Delhi,2.7,Could be better in terms of features
1234,Honda,XUV700,21.9,Electric,28.65,Delhi,4.2,Amazing experience overall
1235,Tata,Nexon,71.5,Electric,19.8,Chennai,2.9,Excellent features and comfort
1236,Tata,Seltos,21.1,Petrol,15.04,Mumbai,3.8,Not satisfied with service
1237,Tata,XUV700,51.19,Diesel,27.52,Pune,4.4,Value for money car
1238,Honda,Swift,63.02,Petrol,12.27,Pune,4.6,Amazing experience overall
1239,Mahindra,Nexon,13.89,Hybrid,26.08,Delhi,4.8,Not satisfied with service
1240,Toyota,i20,14.01,Petrol,14.8,Delhi,3.6,Could be better in terms of features
1241,Toyota,Swift,78.41,Diesel,25.26,Pune,3.5,Mileage is decent but price is high
1242,BMW,City,50.99,Hybrid,24.09,Ahmedabad,4.8,Excellent features and comfort
1243,Maruti,X5,51.16,Diesel,17.07,Delhi,2.7,Great performance and smooth drive
1244,Toyota,XUV700,79.61,Petrol,24.88,Pune,4.9,Excellent features and comfort
1245,Honda,Seltos,47.38,Diesel,17.85,Delhi,3.5,Great performance and smooth drive
1246,Maruti,Nexon,17.8,Hybrid,25.17,Pune,3.6,Could be better in terms of features
1247,Toyota,i20,55.42,Diesel,22.29,Delhi,3.9,Not satisfied with service
1248,Hyundai,Nexon,42.02,Hybrid,20.07,Bangalore,3.6,Mileage is decent but price is high
1249,Honda,Seltos,78.11,Hybrid,13.39,Mumbai,3.5,Not satisfied with service
1250,Toyota,Fortuner,30.36,Diesel,13.07,Mumbai,4.3,Great performance and smooth drive
1251,Tata,Seltos,39.65,Electric,29.57,Chennai,3.1,Amazing experience overall
1252,BMW,City,67.2,Petrol,29.52,Bangalore,2.9,Great performance and smooth drive
1253,Honda,Nexon,74.47,Petrol,11.19,Delhi,2.9,Amazing experience overall
1254,Honda,Nexon,76.38,Petrol,11.73,Chennai,3.2,Great performance and smooth drive
1255,Hyundai,i20,27.48,Hybrid,29.92,Pune,4.5,Value for money car
1256,Tata,X5,59.43,Petrol,12.56,Mumbai,4.3,Could be better in terms of features
1257,Honda,Nexon,50.99,Diesel,21.99,Ahmedabad,3.5,Value for money car
1258,Hyundai,Seltos,49.52,Hybrid,19.86,Chennai,4.7,Mileage is decent but price is high
1259,Toyota,XUV700,76.67,Hybrid,23.73,Bangalore,4.2,Excellent features and comfort
1260,Hyundai,X5,58.45,Electric,19.77,Delhi,4.3,Not satisfied with service
1261,Mahindra,i20,40.99,Petrol,20.87,Pune,4.5,Great performance and smooth drive
1262,Tata,X5,16.52,Hybrid,28.03,Pune,3.4,Could be better in terms of features
1263,BMW,Swift,18.78,Diesel,20.85,Delhi,3.9,Amazing experience overall
1264,Toyota,City,38.41,Diesel,19.58,Pune,2.6,Great performance and smooth drive
1265,Hyundai,Swift,58.12,Electric,20.05,Bangalore,2.6,Not satisfied with service
1266,Hyundai,Nexon,40.85,Hybrid,22.89,Ahmedabad,3.8,Excellent features and comfort
1267,Toyota,X5,44.2,Diesel,14.0,Bangalore,3.5,Not satisfied with service
1268,Hyundai,Seltos,10.67,Hybrid,18.54,Pune,2.7,Excellent features and comfort
1269,Toyota,XUV700,23.34,Electric,21.92,Mumbai,3.9,Mileage is decent but price is high
1270,BMW,Seltos,7.25,Petrol,12.03,Mumbai,2.6,Amazing experience overall
1271,Toyota,City,70.18,Petrol,28.05,Mumbai,4.7,Not satisfied with service
1272,Hyundai,Fortuner,75.72,Diesel,22.18,Bangalore,4.3,Mileage is decent but price is high
1273,Maruti,XUV700,73.23,Petrol,19.64,Ahmedabad,3.6,Great performance and smooth drive
1274,Honda,X5,44.6,Electric,25.24,Chennai,3.1,Mileage is decent but price is high
1275,Maruti,Swift,34.2,Hybrid,19.04,Chennai,3.0,Excellent features and comfort
1276,Toyota,Fortuner,32.21,Electric,25.39,Ahmedabad,2.7,Not satisfied with service
1277,Honda,i20,79.52,Hybrid,21.69,Bangalore,3.1,Value for money car
1278,Honda,City,11.64,Electric,17.41,Bangalore,3.2,Amazing experience overall
1279,BMW,Nexon,38.93,Petrol,26.97,Bangalore,4.7,Great performance and smooth drive
1280,BMW,Nexon,37.6,Hybrid,25.46,Chennai,2.8,Could be better in terms of features
1281,Mahindra,Seltos,7.51,Electric,10.33,Bangalore,2.5,Value for money car
1282,Toyota,Fortuner,34.05,Diesel,14.4,Chennai,3.2,Great performance and smooth drive
1283,Maruti,XUV700,16.96,Diesel,19.92,Chennai,4.3,Value for money car
1284,Tata,XUV700,61.18,Hybrid,17.15,Chennai,3.8,Could be better in terms of features
1285,Mahindra,i20,69.06,Electric,19.63,Chennai,3.9,Amazing experience overall
1286,Honda,City,21.66,Hybrid,29.9,Mumbai,3.5,Could be better in terms of features
1287,Toyota,Nexon,38.86,Electric,29.03,Mumbai,4.2,Excellent features and comfort
